,text
438,"RT @izzieadams1: Sofie found the longer version of Army Strong ‘AMAZING GRACE’ &amp; America! Love this so much. These military men &amp; woman. You’re all awesome. God Bless you all. #WWG1WGA #HurricaneFlorence2018 #WalkAwayFromDemocrats2018 #Qanon #2A #1A 
 https://t.co/ZUTG2Wb6MX https://t.co/bR1ky4RPjg"
439,"RT @will_doran: Damage just to crops in Eastern NC--not even counting all the roads, homes, cars, boats and businesses--will ""easily"" be in the billions of dollars, Agriculture Commissioner Steve Troxler says

#HurricaneFlorence2018 #HurricaneFlorence https://t.co/zV74u4qpaK"
440,"RT @will_doran: Damage just to crops in Eastern NC--not even counting all the roads, homes, cars, boats and businesses--will ""easily"" be in the billions of dollars, Agriculture Commissioner Steve Troxler says

#HurricaneFlorence2018 #HurricaneFlorence https://t.co/zV74u4qpaK"
441,"RT @drdavecoyle: So. Much. Water.

#HurricaneFlorence2018 was big news during the storm, but since the storm passed we've heard less and less about it. That is, unless you live in the Carolinas. The flooding is remarkable. The destruction is nearly unfathomable. Recovery will take a long time. https://t.co/tSZSrzcJyo"
442,"RT @sdhumane: One of our Humane Officers, rescuing a cat in South Carolina. We are so grateful for our Emergency Response Team, helping animals impacted by #HurricaneFlorence2018 📷Meredith Lee/The HSUS https://t.co/FYTXeZvJMr"
443,"RT @Viachain: VIACHAIN is Conducting PRESALE and Airdrop

GET  100% BONUS WHEN YOU BUY VPT TOKENS
 
~VISIT PINNED POST
~Like 
~Retweet Pinned 
~Comment your ETH address 

#airdrop #waves #Wavesplatform #AirdropAlert #Freecoin #FreeToken  #HurricaneFlorence2018 #WalangPasok #crypto"
444,RT @JLedgy84: Folly Rd in Socastee is completely flooded. @wpdeabc15 @EdPiotrowski #HurricaneFlorence2018 #MyrtleBeach #flood #aftermath https://t.co/LpP1Gs9wID
445,"RT @will_doran: Damage just to crops in Eastern NC--not even counting all the roads, homes, cars, boats and businesses--will ""easily"" be in the billions of dollars, Agriculture Commissioner Steve Troxler says

#HurricaneFlorence2018 #HurricaneFlorence https://t.co/zV74u4qpaK"
446,"RT @will_doran: Damage just to crops in Eastern NC--not even counting all the roads, homes, cars, boats and businesses--will ""easily"" be in the billions of dollars, Agriculture Commissioner Steve Troxler says

#HurricaneFlorence2018 #HurricaneFlorence https://t.co/zV74u4qpaK"
447,"RT @will_doran: Damage just to crops in Eastern NC--not even counting all the roads, homes, cars, boats and businesses--will ""easily"" be in the billions of dollars, Agriculture Commissioner Steve Troxler says

#HurricaneFlorence2018 #HurricaneFlorence https://t.co/zV74u4qpaK"
448,"RT @will_doran: Damage just to crops in Eastern NC--not even counting all the roads, homes, cars, boats and businesses--will ""easily"" be in the billions of dollars, Agriculture Commissioner Steve Troxler says

#HurricaneFlorence2018 #HurricaneFlorence https://t.co/zV74u4qpaK"
449,"RT @will_doran: Damage just to crops in Eastern NC--not even counting all the roads, homes, cars, boats and businesses--will ""easily"" be in the billions of dollars, Agriculture Commissioner Steve Troxler says

#HurricaneFlorence2018 #HurricaneFlorence https://t.co/zV74u4qpaK"
450,"RT @will_doran: Damage just to crops in Eastern NC--not even counting all the roads, homes, cars, boats and businesses--will ""easily"" be in the billions of dollars, Agriculture Commissioner Steve Troxler says

#HurricaneFlorence2018 #HurricaneFlorence https://t.co/zV74u4qpaK"
451,RT @ReneeANDSharon: FEMA Disaster Recovery Locator https://t.co/7A05BCKrup &amp; The Official Volunteer &amp; Donations Website HELP pipe Money back to FEMA today or #VOLUNTEER https://t.co/2HKBsi8lPa #HurricaneFlorence2018 #hurricaneseason2018 #fema #disasterlocate #disasterelief
452,RT @ReneeANDSharon: FEMA Disaster Recovery Locator https://t.co/7A05BCKrup &amp; The Official Volunteer &amp; Donations Website HELP pipe Money back to FEMA today or #VOLUNTEER https://t.co/2HKBsi8lPa #HurricaneFlorence2018 #hurricaneseason2018 #fema #disasterlocate #disasterelief
453,Was your CHC impacted by #hurricaneflorence2018?  @BKDForensics can help! https://t.co/4QUlxhABAP
454,FEMA Disaster Recovery Locator https://t.co/7A05BCKrup &amp; The Official Volunteer &amp; Donations Website HELP pipe Money back to FEMA today or #VOLUNTEER https://t.co/2HKBsi8lPa #HurricaneFlorence2018 #hurricaneseason2018 #fema #disasterlocate #disasterelief
455,RT @ReneeANDSharon: Get assistance after Hurricane Florence Apply Online Today #disasterelief #oragnizations #flooding #hurricane https://t.co/GVefJNc4fp #HurricaneFlorence2018
456,RT @ReneeANDSharon: A Helpful Article and Resources on How to Help Victims of Hurricane Florence #HurricaneFlorence2018 #VOLUNTEER #Fooddrives #assistance #howtohelp #hurricancehelp https://t.co/q0O8hG5zDg
457,"RT @NHF_Magazine: Simply put, if China is forced to cull millions of pigs as they attempt to contain ASF, there will not be enough pork in the world. 
#China #AfricanSwineFever #NAFTA
#HurricaneFlorence2018

https://t.co/oSmeGeleMa https://t.co/CbXZmxDbep"
458,A Helpful Article and Resources on How to Help Victims of Hurricane Florence #HurricaneFlorence2018 #VOLUNTEER #Fooddrives #assistance #howtohelp #hurricancehelp https://t.co/q0O8hG5zDg
459,RT @ReneeANDSharon: Habitat for Humanity Disaster Response #VOLUNTEER #SUPPORT #DONATE for Hurricane Florence Gorden Helene Isaac #HurricaneFlorence2018 #hurricaneisaac #disasterrelief #florence https://t.co/Z97GbF5rP6
460,"RT @Viachain: VIACHAIN is Conducting PRESALE and Airdrop

GET  100% BONUS WHEN YOU BUY VPT TOKENS
 
~VISIT PINNED POST
~Like 
~Retweet Pinned 
~Comment your ETH address 

#airdrop #waves #Wavesplatform #AirdropAlert #Freecoin #FreeToken  #HurricaneFlorence2018 #WalangPasok #crypto"
461,"VIACHAIN is Conducting PRESALE and Airdrop

GET  100% BONUS WHEN YOU BUY VPT TOKENS
 
~VISIT PINNED POST
~Like 
~Retweet Pinned 
~Comment your ETH address 

#airdrop #waves #Wavesplatform #AirdropAlert #Freecoin #FreeToken  #HurricaneFlorence2018 #WalangPasok #crypto"
462,"RT @NHF_Magazine: Simply put, if China is forced to cull millions of pigs as they attempt to contain ASF, there will not be enough pork in the world. 
#China #AfricanSwineFever #NAFTA
#HurricaneFlorence2018

https://t.co/oSmeGeleMa https://t.co/CbXZmxDbep"
463,RT @GeauxRescue: Our Facebook page has far more content so if you have not went and followed our page there please do so. https://t.co/YPjKFDfKsU #facebook #Twitter #HurricaneFlorence #HurricaneFlorence2018
464,RT @ucfoodietv: Flood Relief Concert.  October 18th. 7pm House of Blues Myrtle Beach.  We will be there. #HurricaneFlorence2018 #RockOut4Charity #HouseofBlue #MyrtleBeach https://t.co/Eux27vU7IW
465,RT @GeauxRescue: Our Facebook page has far more content so if you have not went and followed our page there please do so. https://t.co/YPjKFDfKsU #facebook #Twitter #HurricaneFlorence #HurricaneFlorence2018
466,"A Great resource for Benefits for Disaster Relief, Unexployment Assistance &amp; More ALSO help for #HurricaneFlorence2018 #HurricaneFlorence #assistance #help #reliefinformation #floodingassistance https://t.co/NvKREL29w4"
467,Habitat for Humanity Disaster Response #VOLUNTEER #SUPPORT #DONATE for Hurricane Florence Gorden Helene Isaac #HurricaneFlorence2018 #hurricaneisaac #disasterrelief #florence https://t.co/Z97GbF5rP6
468,RT @ReneeANDSharon: Get assistance after Hurricane Florence Apply Online Today #disasterelief #oragnizations #flooding #hurricane https://t.co/GVefJNc4fp #HurricaneFlorence2018
469,Get assistance after Hurricane Florence Apply Online Today #disasterelief #oragnizations #flooding #hurricane https://t.co/GVefJNc4fp #HurricaneFlorence2018
470,"And let me tell u, the roads were crazy dangerous. Thank God for watching over us and getting us home safe. Shame on you @VirginAustralia @Delta #HurricaneFlorence2018 https://t.co/dAUDxPsFCj"
471,"To drive to Raleigh,NC to get me. Not only did we have to spend $ on a hotel that night to be safe,but we lost out on an anniversary trip that could have been postponed had they worked with me. #shameondelta #shameonamericanairline #HurricaneFlorence2018"
472,"RT @DVOhomeloans: Sharing @FannieMae disaster relief information.  Sending positive vibes your way Carolinas.

#HurricaneFlorence #northcarolina #southcarolina #FlorenceHurricane2018 #FlorenceRecovery #disasterrelief #HurricaneFlorence2018 https://t.co/lHGp2Hf4aL"
473,"Sharing @FannieMae disaster relief information.  Sending positive vibes your way Carolinas.

#HurricaneFlorence #northcarolina #southcarolina #FlorenceHurricane2018 #FlorenceRecovery #disasterrelief #HurricaneFlorence2018 https://t.co/lHGp2Hf4aL"
474,RT @FOURPAWSUSA: Update #HurricaneFlorence2018 Our 1st donation drop off was delivered to Grand Strand Humane Society! They have 50 dogs and 80 cats in their shelter &amp; 40 dogs and 100 cats in foster care. Please support our on- going disaster relief mission https://t.co/XYsKg9c3rY https://t.co/pinHPoF8dk
475,RT @ucfoodietv: Flood Relief Concert.  October 18th. 7pm House of Blues Myrtle Beach.  We will be there. #HurricaneFlorence2018 #RockOut4Charity #HouseofBlue #MyrtleBeach https://t.co/Eux27vU7IW
476,"RT @sdhumane: One of our Humane Officers, rescuing a cat in South Carolina. We are so grateful for our Emergency Response Team, helping animals impacted by #HurricaneFlorence2018 📷Meredith Lee/The HSUS https://t.co/FYTXeZvJMr"
477,"RT @MusicForRelief: As the floods recede in #NorthCarolina the over flow of fish remain on the highway for clean up crews and restorative programs to the environment post 
#HurricaneFlorence2018 https://t.co/9lGVguBLVz"
478,"RT @mikeshinoda: A note on #HurricaneFlorence2018–the long road to recovery has just begun. Join @musicforrelief &amp; @eifoundation to help people, animals and communities in the #Carolinas https://t.co/pPruapyDzn"
479,RT @scottwilkos: Kinston NC #HurricaneFlorence2018 base camp with @charlottefire @semtrt1 @BooneCountyFire @NCPeerSupport @ChapelHillFD @NCEmergency - Leave these folks alone for a bit and they get creative https://t.co/aYqZuKB7Yy
480,"RT @uscgmidatlantic: I was stressed out about trying to get to the house. My wife just had a newborn who was about 48-hours old. I had dogs trapped in the house. These guys are great! For more info: https://t.co/pec36wDg58
@USCG #hurricaneflorence #HurricaneFlorence2018 #hurricanerelief https://t.co/cD4RPvzVNZ"
481,RT @NEAToday: Our brothers and sisters in North Carolina and South Carolina still need our help. https://t.co/rlo5GMMyS1 #HurricaneFlorence2018
482,RT @scottwilkos: Kinston NC #HurricaneFlorence2018 base camp with @charlottefire @semtrt1 @BooneCountyFire @NCPeerSupport @ChapelHillFD @NCEmergency - Leave these folks alone for a bit and they get creative https://t.co/aYqZuKB7Yy
483,"RT @mikeshinoda: A note on #HurricaneFlorence2018–the long road to recovery has just begun. Join @musicforrelief &amp; @eifoundation to help people, animals and communities in the #Carolinas https://t.co/pPruapyDzn"
484,"RT @jeffnene: Pastor @mikeashcraft and @portcitychurch, you guys are an amazing example as to how the local church is supposed to serve their community! Thanks for allowing @ConvoyofHope and I the opportunity to serve with you! #HurricaneFlorence2018"
485,RT @MilkPaws: I’ve extended the #dogs calendar #contest through September 26 because of #HurricaneFlorence2018! 🐶Pawlease enter your fotos and #vote fur your Furiends &amp; help me #savethepuppies! 🐶This #fundraiser is huge in helping us pull more pups!  #nonprofit #mynameismilk #dogsarefamily https://t.co/pF9GFmEhJu
486,#HurricaneFlorence #HurricaneFlorence2018 #HurricanceFlorenceNC  https://t.co/4rqKi5VVN3
487,"RT @drdavecoyle: So. Much. Water.

#HurricaneFlorence2018 was big news during the storm, but since the storm passed we've heard less and less about it. That is, unless you live in the Carolinas. The flooding is remarkable. The destruction is nearly unfathomable. Recovery will take a long time. https://t.co/tSZSrzcJyo"
488,"RT @drdavecoyle: So. Much. Water.

#HurricaneFlorence2018 was big news during the storm, but since the storm passed we've heard less and less about it. That is, unless you live in the Carolinas. The flooding is remarkable. The destruction is nearly unfathomable. Recovery will take a long time. https://t.co/tSZSrzcJyo"
489,"RT @drdavecoyle: So. Much. Water.

#HurricaneFlorence2018 was big news during the storm, but since the storm passed we've heard less and less about it. That is, unless you live in the Carolinas. The flooding is remarkable. The destruction is nearly unfathomable. Recovery will take a long time. https://t.co/tSZSrzcJyo"
490,"RT @badsunart: so i started playing #AnimalCrossing again during the hurricane when the power went out and accidentally got a super cute hair cut

#art #cute #Nintendo #HurricaneFlorence2018 https://t.co/Aq7OOeP3ln"
491,RT @therealityninja: “Guards would not have the choice to opt in or out if they are scheduled to work during Hurricane Florence. So tofficials telling ppl to evacuate to save their lives doesn’t apply to prisoners and staff ? Making guards choose a job or their life ? #HurricaneFlorence2018 https://t.co/2D5BVTYamz
492,"RT @NHF_Magazine: Simply put, if China is forced to cull millions of pigs as they attempt to contain ASF, there will not be enough pork in the world. 
#China #AfricanSwineFever #NAFTA
#HurricaneFlorence2018

https://t.co/oSmeGeleMa https://t.co/CbXZmxDbep"
493,RT @Sailor_Samara: Need to evacuate? Please do not leave your pets behind to die!! #HurricaneFlorence2018 #HurricaneFlorence
494,"RT @mikeshinoda: A note on #HurricaneFlorence2018–the long road to recovery has just begun. Join @musicforrelief &amp; @eifoundation to help people, animals and communities in the #Carolinas https://t.co/pPruapyDzn"
495,"RT @drdavecoyle: So. Much. Water.

#HurricaneFlorence2018 was big news during the storm, but since the storm passed we've heard less and less about it. That is, unless you live in the Carolinas. The flooding is remarkable. The destruction is nearly unfathomable. Recovery will take a long time. https://t.co/tSZSrzcJyo"
496,"#NorthCarolina, @RoyCooperNC Seriously lowest of the low. Punishing woman 4 SAVING #animals during #Florence INSTEAD OF ABUSERS WHO ABANDONED THEM
Just #wow

#Survivor #HurricaneFlorence2018 #pets #SouthCarolina #Virginia
 #FlorenceHurricane2018 #HurricaneFlorence #flooding #pet https://t.co/zcQcEd5pjN"
497,RT @FOURPAWSUSA: Update #HurricaneFlorence2018 Our 1st donation drop off was delivered to Grand Strand Humane Society! They have 50 dogs and 80 cats in their shelter &amp; 40 dogs and 100 cats in foster care. Please support our on- going disaster relief mission https://t.co/XYsKg9c3rY https://t.co/pinHPoF8dk
498,RT @brandongifted: Great job @BrandonChargers with collecting donations to help #HurricaneFlorence2018 victims. So proud to team up with @GRHS_Stallions and their NJROTC to get this to NC! #WeAreVBSchools @ChristyMcQueen https://t.co/8CUCgtmpdl
499,RT @brandongifted: Great job @BrandonChargers with collecting donations to help #HurricaneFlorence2018 victims. So proud to team up with @GRHS_Stallions and their NJROTC to get this to NC! #WeAreVBSchools @ChristyMcQueen https://t.co/8CUCgtmpdl
500,Back from supporting the #HurricaneFlorence2018 Kinston Staging site.   A bunch of the first responders would love to know when the @PatriotTourUSA is coming back to NC @MarcusLuttrell
